Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
DSUL3,"7,95","5,65","0,97","0,879","0,00%","0,721","1,93","2,37","2,70","1,27","1,27","37,13%","16,02%","3,50","48,91%","17,25%","0,00","236.447.000,00","0,01","36,69%"
DEXP3,"8,09","5,66","0,85","0,401","6,51%","0,549","1,19","6,20","1,87","5,62","4,54","6,46%","7,08%","3,48","12,09%","15,00%","798.655,00","1.040.570.000,00","0,22","5,73%"
PETR3,"34,22","5,69","1,04","0,897","15,21%","0,364","-13,36","2,22","-0,69","3,80","2,71","40,44%","15,87%","0,82","17,85%","18,33%","372.026.000,00","422.934.000.000,00","0,89","2,45%"
AHEB6,"55,00","5,70","1,83","0,698","0,00%","0,794","3,15","6,72","-5,58","5,63","5,08","10,38%","12,25%","2,46","14,80%","32,19%","0,00","256.339.000,00","0,01","45,53%"
RNPT4,"31,81","5,74","0,39","0,467","0,00%","0,379","57,01","56,10","57,01","56,05","56,05","0,83%","8,13%","1,38","0,68%","6,72%","0,00","63.944.000,00","0,00","4,85%"
RNPT3,"31,87","5,75","0,39","0,468","0,00%","0,380","57,12","56,21","57,12","56,15","56,15","0,83%","8,13%","1,38","0,68%","6,72%","0,00","63.944.000,00","0,00","4,85%"
BGIP3,"36,02","5,86","0,89","0,000","11,13%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,25%","5.753,47","868.624.000,00","0,00","5,37%"
BBAS3,"22,16","5,88","0,71","0,000","5,58%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,13%","545.375.000,00","178.142.000.000,00","0,00","1,13%"
CBEE3,"9,01","5,90","0,41","0,365","4,65%","0,170","-0,90","3,43","-0,43","8,55","4,33","10,64%","6,19%","0,51","5,40%","6,99%","248,54","8.308.650.000,00","0,63","4,22%"
CALI3,"18,00","5,94","0,70","0,665","1,50%","0,183","0,31","10,36","1,84","16,81","14,25","6,42%","11,40%","5,79","1,96%","11,84%","2.474,19","178.731.000,00","0,73","15,47%"
CAMB3,"9,38","6,01","1,28","1,007","11,27%","1,000","2,89","5,66","3,33","4,79","3,99","17,78%","16,77%","3,04","22,33%","21,24%","273.142,00","310.829.000,00","0,01","15,08%"
AHEB5,"58,00","6,01","1,93","0,736","0,00%","0,838","3,33","7,09","-5,88","6,00","5,42","10,38%","12,25%","2,46","14,80%","32,19%","0,00","256.339.000,00","0,01","45,53%"
BRAP3,"17,27","6,01","0,74","0,000","10,24%","0,737","15,33","-193,74","15,47","-178,56","-178,56","0,00%","0,00%","5,95","-0,40%","12,38%","726.420,00","9.123.790.000,00","0,00","0,00%"
POMO4,"6,37","6,02","1,67","0,791","19,78%","0,740","2,52","5,12","11,49","6,01","5,40","15,45%","13,25%","1,91","20,09%","27,78%","132.320.000,00","4.330.200.000,00","0,75","28,12%"
GMAT3,"5,10","6,06","1,12","0,313","4,89%","0,484","1,92","4,99","-202,43","5,62","4,66","6,27%","5,20%","1,93","12,49%","18,56%","39.703.600,00","10.193.300.000,00","0,26","24,62%"
TIET11,"17,44","6,09","3,13","3,010","0,00%","0,638","1.434,52","5,02","-1,05","8,78","6,62","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
TIET3,"3,49","6,09","3,13","3,012","0,00%","0,638","1.435,34","5,03","-1,05","8,78","6,63","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
ABCB4,"24,14","6,09","0,88","0,000","8,06%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,47%","8.530.650,00","6.700.380.000,00","0,00","16,26%"
CGRA3,"30,20","6,10","0,65","0,838","10,69%","0,473","1,64","6,84","2,67","4,48","3,39","12,25%","13,75%","2,81","9,20%","10,65%","69.594,90","957.426.000,00","0,00","5,52%"
TIET4,"3,51","6,13","3,15","3,029","0,00%","0,642","1.443,57","5,06","-1,05","8,81","6,65","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
GRND3,"4,94","6,14","1,10","1,627","10,22%","0,985","1,93","11,67","1,95","9,01","7,45","13,94%","26,50%","6,07","11,40%","17,92%","26.209.400,00","4.050.730.000,00","0,02","2,73%"
CGRA4,"30,43","6,14","0,65","0,844","10,60%","0,477","1,65","6,89","2,69","4,53","3,43","12,25%","13,75%","2,81","9,20%","10,65%","520.716,00","957.426.000,00","0,00","5,52%"
TECN3,"6,85","6,15","0,96","0,926","3,64%","0,591","1,27","4,66","2,04","4,89","5,51","19,86%","15,07%","3,25","15,45%","15,64%","352.478,00","437.339.000,00","0,21","7,91%"
BEES4,"7,82","6,21","1,11","0,000","6,08%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,91%","39.177,40","2.442.350.000,00","0,00","11,77%"
CLSC3,"112,97","6,21","1,10","0,374","6,92%","0,322","6,19","3,72","-0,75","7,24","5,48","10,05%","6,02%","1,23","9,61%","17,75%","11.802,00","3.951.430.000,00","1,15","0,80%"
ISAE4,"27,63","6,22","0,87","2,040","10,17%","0,399","3,32","5,30","-1,06","8,91","8,82","38,51%","33,45%","4,46","7,99%","13,99%","59.572.100,00","20.907.000.000,00","0,71","17,91%"
WLMM4,"20,14","6,23","0,89","0,240","7,65%","0,478","1,66","4,47","3,84","6,45","6,18","5,36%","3,84%","1,96","12,31%","14,25%","40.077,10","826.271.000,00","0,52","19,09%"
RSUL4,"67,50","6,26","1,50","0,969","3,33%","0,934","2,65","4,26","4,75","3,74","3,48","22,73%","15,48%","2,60","27,27%","23,91%","48.530,90","273.972.000,00","0,05","6,97%"
BEES3,"7,93","6,30","1,13","0,000","5,99%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,91%","103.899,00","2.442.350.000,00","0,00","11,77%"
ENBR3,"24,08","6,33","1,09","0,718","0,00%","0,368","14,72","3,75","-1,10","6,16","4,95","19,13%","12,30%","1,09","11,40%","17,17%","0,00","12.878.200.000,00","0,98","0,56%"
ELPL6,"30,20","6,35","0,98","0,273","0,00%","0,191","-1,34","2,18","-0,34","5,72","3,90","12,51%","4,29%","0,63","10,05%","15,42%","0,00","6.086.550.000,00","1,70","2,56%"
EUCA3,"20,35","6,38","0,67","0,612","3,29%","0,397","1,99","3,61","-10,07","4,57","3,20","16,96%","9,59%","2,16","12,60%","10,54%","8.628,74","2.803.900.000,00","0,30","7,06%"
EQMA3B,"29,11","6,39","1,10","0,713","9,41%","0,414","7,88","3,47","-1,11","5,81","4,54","20,55%","11,15%","1,26","13,83%","17,24%","20.383,90","4.334.970.000,00","0,95","7,90%"
ELPL5,"30,50","6,42","0,99","0,275","0,00%","0,193","-1,35","2,20","-0,34","5,74","3,91","12,51%","4,29%","0,63","10,05%","15,42%","0,00","6.086.550.000,00","1,70","2,56%"
FIGE4,"38,01","6,44","0,49","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,64%","0,00","182.652.000,00","0,00","37,23%"
BRAV3,"13,60","6,50","0,51","0,573","0,00%","0,150","1,80","2,29","-0,30","6,09","3,58","24,98%","8,81%","1,72","7,79%","7,83%","133.020.000,00","12.403.500.000,00","1,28","109,16%"
SYNE3,"5,13","6,62","1,07","2,424","122,60%","0,332","6,45","7,01","-1,32","8,41","6,09","34,57%","34,97%","1,51","5,46%","16,18%","3.805.320,00","731.111.000,00","0,63","-12,11%"
CIQU3,"12,49","6,63","1,05","0,413","0,00%","0,515","3,33","4,25","7,55","7,50","5,23","9,72%","6,22%","1,36","12,70%","15,87%","0,00","296.175.000,00","0,84","16,23%"
CIQU4,"12,49","6,63","1,05","0,413","0,00%","0,515","3,33","4,25","7,55","7,50","5,23","9,72%","6,22%","1,36","12,70%","15,87%","0,00","296.175.000,00","0,84","16,23%"
BRAP4,"19,06","6,63","0,82","0,000","10,20%","0,813","16,92","-213,83","17,08","-198,64","-198,64","0,00%","0,00%","5,95","-0,40%","12,38%","61.562.900,00","9.123.790.000,00","0,00","0,00%"
SHUL4,"4,85","6,64","1,12","0,866","6,94%","0,594","1,38","12,11","3,17","11,20","7,32","7,15%","13,03%","2,93","8,21%","16,80%","2.892.600,00","1.553.730.000,00","0,57","4,30%"
MRSA5B,"30,01","6,71","1,17","1,399","3,49%","0,446","4,67","3,94","-1,21","5,83","4,06","35,50%","20,85%","1,62","14,52%","17,39%","382,74","8.691.590.000,00","1,08","14,47%"
MRSA5B,"30,01","6,71","1,17","1,399","3,49%","0,446","4,67","3,94","-1,21","5,83","4,06","35,50%","20,85%","1,62","14,52%","17,39%","382,74","8.691.590.000,00","1,08","14,47%"
WLMM3,"22,00","6,80","0,97","0,262","6,37%","0,522","1,81","4,89","4,20","6,86","6,58","5,36%","3,84%","1,96","12,31%","14,25%","493,14","826.271.000,00","0,52","19,09%"
HBTS5,"30,40","6,81","0,42","3,995","19,40%","0,168","-62,09","-3,61","-0,31","-6,88","-7,09","-110,72%","58,62%","0,96","-4,69%","6,16%","589,30","661.094.000,00","0,40","-18,42%"
MDNE3,"28,45","6,83","1,33","1,196","4,19%","0,440","1,36","6,09","-2,51","6,71","6,48","19,63%","17,49%","2,91","8,51%","19,53%","21.995.800,00","1.811.090.000,00","0,45","33,89%"
CLSC4,"124,99","6,87","1,22","0,414","6,88%","0,357","6,85","4,12","-0,83","7,64","5,78","10,05%","6,02%","1,23","9,61%","17,75%","690.913,00","3.951.430.000,00","1,15","0,80%"
BPAR3,"182,07","6,87","0,78","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,35%","0,00","2.221.930.000,00","0,00","10,17%"
PINE3,"9,92","6,89","1,80","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","26,18%","44.330,40","1.249.700.000,00","0,00","60,92%"
BALM4,"17,50","6,93","0,94","0,782","13,07%","0,570","1,12","4,64","1,60","2,72","2,38","16,86%","11,21%","3,12","19,06%","13,52%","44.985,10","182.965.000,00","0,12","10,97%"
BMEB4,"62,74","6,98","2,93","0,000","1,90%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","41,92%","886.108,00","2.248.540.000,00","0,00","21,78%"
ENGI4,"10,10","7,01","1,25","0,647","7,13%","0,279","4,17","3,40","-0,57","8,03","6,17","19,06%","12,00%","1,39","9,70%","17,86%","97.526,90","18.484.500.000,00","2,22","8,67%"
WIZC3,"8,35","7,03","1,91","0,978","3,00%","0,553","35,23","1,93","-2,43","2,06","1,77","50,71%","25,66%","1,07","35,46%","27,23%","3.157.290,00","697.848.000,00","0,55","13,39%"
LAVV3,"15,77","7,18","2,00","1,706","13,15%","0,767","1,38","7,29","3,36","7,49","7,33","23,39%","27,59%","3,52","13,50%","27,83%","7.773.190,00","1.542.630.000,00","0,58","32,61%"
KROT4,"5,12","7,22","0,75","1,377","0,00%","0,403","4,96","4,25","-1,71","6,51","4,98","32,38%","20,70%","1,81","10,54%","10,43%","0,00","12.762.500.000,00","0,50","12,57%"
MELK3,"3,76","7,25","0,71","0,644","31,23%","0,288","0,64","5,85","1,48","6,98","6,78","11,02%","14,40%","2,60","5,82%","9,75%","1.932.910,00","1.097.540.000,00","0,47","11,59%"
LPSB3,"2,00","7,30","1,13","1,420","3,64%","0,713","4,18","6,90","-10,63","4,85","3,33","20,60%","23,65%","2,13","13,30%","15,55%","278.913,00","260.103.000,00","0,00","-2,13%"
BLAU3,"12,90","7,31","0,98","1,308","2,70%","0,639","1,79","6,22","3,39","6,86","5,85","21,02%","17,89%","2,90","12,22%","13,47%","2.688.400,00","2.350.160.000,00","0,23","7,54%"
CYRE3,"34,77","7,33","1,28","1,536","3,07%","0,535","1,29","9,09","12,62","11,33","10,51","16,90%","17,67%","3,51","7,18%","17,45%","134.648.000,00","10.433.800.000,00","0,72","17,29%"
ISAE3,"32,75","7,38","1,03","2,418","8,58%","0,473","3,94","6,28","-1,26","9,89","9,79","38,51%","33,45%","4,46","7,99%","13,99%","79.806,20","20.907.000.000,00","0,71","17,91%"
PINE4,"10,65","7,39","1,94","0,000","6,04%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","26,18%","2.751.440,00","1.249.700.000,00","0,00","60,92%"
EQPA5,"5,52","7,40","2,40","1,024","11,93%","0,551","4,00","4,34","-1,57","5,94","5,00","23,60%","13,85%","1,49","18,42%","32,49%","750,35","5.073.530.000,00","1,96","12,26%"
GETT4,"2,40","7,55","1,24","1,336","0,00%","0,081","3,13","6,04","3,36","6,86","4,78","22,13%","17,66%","1,03","1,36%","16,41%","0,00","3.618.060.000,00","0,34","0,00%"
GETT3,"2,40","7,55","1,24","1,336","0,00%","0,081","3,13","6,04","3,36","6,86","4,78","22,13%","17,66%","1,03","1,36%","16,41%","0,00","3.618.060.000,00","0,34","0,00%"
EEEL4,"410,00","7,56","1,32","1,723","0,00%","0,458","10,98","3,71","-0,96","7,04","6,98","46,39%","22,84%","1,31","13,01%","17,46%","0,00","2.981.060.000,00","1,29","15,67%"
ENGI11,"54,56","7,57","1,35","0,700","6,60%","0,302","4,50","3,67","-0,62","8,30","6,37","19,06%","12,00%","1,39","9,70%","17,86%","126.315.000,00","18.484.500.000,00","2,22","8,67%"
MRSA3B,"34,00","7,60","1,32","1,585","0,00%","0,505","5,29","4,46","-1,37","6,35","4,43","35,50%","20,85%","1,62","14,52%","17,39%","2.533,33","8.691.590.000,00","1,08","14,47%"
MRSA3B,"34,00","7,60","1,32","1,585","0,00%","0,505","5,29","4,46","-1,37","6,35","4,43","35,50%","20,85%","1,62","14,52%","17,39%","2.533,33","8.691.590.000,00","1,08","14,47%"
DPPI4,"38,90","7,62","2,28","-0,665","0,00%","1,718","3,98","87,28","4,46","73,74","73,74","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
BBDC3,"16,59","7,64","1,04","0,000","7,37%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,57%","93.153.300,00","169.590.000.000,00","0,00","-6,06%"
LEVE3,"32,90","7,65","5,09","0,826","8,23%","1,132","7,42","5,08","-8,22","6,13","5,36","16,24%","10,81%","1,31","34,85%","66,51%","10.937.100,00","876.909.000,00","1,71","9,91%"
CCTU4,"37,28","7,65","0,92","0,307","0,00%","0,405","2,29","14,56","-28,32","21,77","21,77","2,10%","4,00%","1,48","2,96%","12,07%","0,00","82.550.000,00","0,48","12,54%"
BBSE3,"34,49","7,66","5,36","0,000","12,33%","3,374","0,00","6,97","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","69,93%","149.051.000,00","12.869.800.000,00","0,00","0,00%"
TRIS3,"8,78","7,68","1,03","1,207","9,77%","0,468","0,82","8,03","1,45","10,31","9,09","15,03%","16,29%","2,96","7,20%","13,44%","3.681.680,00","1.586.440.000,00","0,67","15,39%"
TEND3,"26,63","7,73","2,66","0,849","2,18%","0,527","1,85","6,15","-2,70","6,73","5,95","13,81%","10,64%","1,89","10,81%","34,41%","50.612.700,00","1.227.280.000,00","1,00","10,81%"
EEEL3,"421,01","7,76","1,35","1,769","0,00%","0,470","11,27","3,81","-0,99","7,14","7,08","46,39%","22,84%","1,31","13,01%","17,46%","0,00","2.981.060.000,00","1,29","15,67%"
MYPK3,"10,18","7,78","0,37","0,099","4,93%","0,108","0,56","1,56","-0,49","5,54","3,58","6,38%","2,01%","1,74","9,37%","4,79%","17.925.200,00","4.198.650.000,00","1,34","3,22%"
UNIP3,"54,22","7,81","2,48","1,108","10,06%","0,804","2,92","6,46","-2,94","8,14","6,07","17,16%","14,12%","3,18","17,08%","31,82%","630.462,00","2.470.310.000,00","1,34","-5,14%"
AZZA3,"28,53","7,82","0,71","0,493","5,14%","0,380","1,81","5,97","-20,03","8,33","4,87","8,25%","6,29%","1,90","7,46%","9,02%","72.251.700,00","8.347.710.000,00","0,37","43,57%"
EQPA3,"5,86","7,85","2,55","1,088","11,24%","0,585","4,24","4,61","-1,67","6,21","5,22","23,60%","13,85%","1,49","18,42%","32,49%","38.016,70","5.073.530.000,00","1,96","12,26%"
MTRE3,"3,64","7,86","0,39","0,353","14,03%","0,171","0,39","4,21","0,76","9,75","7,48","8,37%","6,78%","2,32","4,38%","4,95%","2.051.020,00","989.206.000,00","0,62","20,29%"
EZTC3,"19,54","7,94","0,84","2,607","7,95%","0,616","1,77","10,91","3,68","11,32","10,90","23,91%","33,73%","5,66","6,92%","10,60%","27.042.500,00","5.132.990.000,00","0,27","14,15%"
ROMI3,"8,17","7,95","0,62","0,548","9,30%","0,295","0,96","9,23","3,97","15,85","8,70","5,94%","6,91%","2,07","3,75%","7,79%","1.126.330,00","1.229.150.000,00","0,66","-1,28%"
ECOR3,"10,64","8,03","1,76","0,678","2,90%","0,211","4,20","1,88","-0,29","7,13","5,39","36,06%","8,29%","1,51","12,89%","21,93%","35.736.300,00","4.207.980.000,00","5,90","27,00%"
VLID3,"23,55","8,05","1,12","0,909","7,36%","0,671","1,95","6,10","6,22","6,29","4,60","14,90%","11,42%","3,14","14,69%","13,91%","5.854.910,00","1.721.540.000,00","0,35","0,12%"
KROT11,"40,00","8,05","0,84","1,537","0,00%","0,450","5,53","4,75","-1,91","7,01","5,35","32,38%","20,70%","1,81","10,54%","10,43%","0,00","12.762.500.000,00","0,50","12,57%"
WSON33,"67,00","8,07","0,98","1,067","0,00%","0,400","13,41","2,42","-0,89","5,08","5,08","44,14%","13,58%","1,26","18,36%","12,17%","0,00","2.148.530.000,00","1,21","5,23%"
CMET4,"3,91","8,10","5,38","3,068","0,00%","3,136","9,47","5,72","27,20","5,34","5,34","53,63%","43,03%","2,64","81,40%","66,40%","0,00","2.847.970.000,00","0,18","30,18%"
RDTR3,"6,30","8,11","1,37","0,000","0,00%","1,320","0,00","-1.919,75","0,00","-1.897,05","-219,41","0,00%","0,00%","0,00","0,00%","16,95%","0,00","497.092.000,00","0,00","0,00%"
CMIG4,"11,47","8,17","1,14","0,774","7,23%","0,507","-20,05","5,00","-1,44","6,99","5,71","15,48%","9,48%","0,89","11,11%","13,99%","110.723.000,00","28.728.500.000,00","0,54","7,64%"
ITSA3,"12,00","8,29","1,43","16,057","8,22%","1,163","25,05","713,11","-19,25","736,38","94,47","2,25%","194,75%","2,18","0,17%","17,22%","1.451.060,00","92.412.000.000,00","0,10","0,25%"
ITSA4,"12,03","8,31","1,43","16,097","8,20%","1,166","25,12","714,90","-19,29","738,16","94,70","2,25%","194,75%","2,18","0,17%","17,22%","279.667.000,00","92.412.000.000,00","0,10","0,25%"
CASH3,"4,01","8,32","0,83","1,064","0,00%","0,680","6,54","5,91","9,73","5,03","4,08","18,02%","12,50%","1,73","13,13%","10,03%","12.038.900,00","544.430.000,00","0,00","14,77%"
EKTR4,"39,99","8,32","3,84","0,793","12,57%","0,596","31,12","3,40","-1,06","6,52","5,49","23,34%","9,53%","1,07","20,05%","46,11%","35.460,50","2.019.000.000,00","3,92","4,36%"
CSUD3,"18,81","8,34","1,54","1,300","6,00%","1,053","17,18","6,52","404,65","6,09","4,01","19,95%","15,58%","1,24","20,52%","18,49%","566.098,00","509.731.000,00","0,10","4,34%"
UGPA3,"22,30","8,37","1,52","0,178","3,36%","0,546","3,37","4,60","-2,35","7,28","5,73","3,87%","2,27%","1,83","14,19%","18,14%","172.176.000,00","16.387.700.000,00","1,13","5,26%"
SANB3,"16,58","8,38","1,33","0,000","5,39%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,83%","1.146.680,00","93.667.400.000,00","0,00","-8,69%"
EPAR4,"3,30","8,39","1,17","22,992","0,00%","0,861","7,29","-9,60","-7,79","-8,93","-11,45","-239,43%","273,93%","4,12","-9,55%","13,99%","0,00","41.775.000,00","0,00","-75,03%"
AGIN3,"5,29","8,46","1,23","1,816","0,00%","0,565","1,29","10,92","3,55","14,68","14,68","16,63%","21,83%","2,72","5,59%","14,56%","0,00","1.028.210.000,00","0,55","44,17%"
AELP3,"1,93","8,49","-200,57","-0,062","0,00%","5,216","0,00","-12,58","0,00","-11,94","-11,98","0,49%","-0,73%","0,00","0,00%","-2.363,83%","0,00","-904.000,00","0,00","1,18%"
BRFS3,"17,95","8,49","2,03","0,441","13,00%","0,445","3,60","4,05","-1,71","5,24","3,48","10,90%","5,52%","1,33","20,92%","23,90%","0,00","14.084.100.000,00","1,58","8,12%"
EKTR3,"41,00","8,53","3,93","0,813","11,15%","0,611","31,90","3,48","-1,09","6,61","5,56","23,34%","9,53%","1,07","20,05%","46,11%","2.591,49","2.019.000.000,00","3,92","4,36%"
CPSL3,"38,02","8,56","3,49","0,787","0,00%","2,043","7,39","5,79","11,84","5,48","5,48","13,59%","9,20%","1,89","57,15%","40,82%","0,00","1.634.730.000,00","0,17","16,21%"
TAEE3,"14,36","8,61","1,94","3,291","7,50%","0,680","10,93","6,44","-1,38","10,46","10,28","51,10%","38,21%","1,67","11,27%","22,54%","1.461.020,00","7.645.340.000,00","1,35","6,27%"
OFSA3,"23,01","8,62","1,74","1,078","12,86%","0,850","1,75","5,87","5,59","7,25","6,13","18,35%","12,50%","3,72","18,35%","20,21%","92.707,80","712.492.000,00","0,70","5,81%"
SANB11,"34,22","8,65","1,37","0,000","5,48%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,83%","102.874.000,00","93.667.400.000,00","0,00","-8,69%"
UNIP6,"60,09","8,65","2,75","1,228","9,98%","0,891","3,24","7,16","-3,26","8,84","6,59","17,16%","14,12%","3,18","17,08%","31,82%","15.677.700,00","2.470.310.000,00","1,34","-5,14%"
PFRM3,"8,10","8,67","0,72","0,089","7,33%","0,178","1,11","2,84","-149,12","4,34","2,81","3,13%","1,07%","1,29","11,05%","8,35%","1.585.960,00","1.385.550.000,00","0,57","15,32%"
TAEE11,"43,49","8,69","1,96","3,322","7,43%","0,687","11,04","6,50","-1,39","10,52","10,34","51,10%","38,21%","1,67","11,27%","22,54%","87.933.200,00","7.645.340.000,00","1,35","6,27%"
TMGC12,"550,00","8,71","1,12","0,800","0,00%","0,770","4,66","12,27","8,22","10,94","10,94","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
TAEE4,"14,55","8,73","1,97","3,334","7,40%","0,689","11,08","6,53","-1,39","10,54","10,37","51,10%","38,21%","1,67","11,27%","22,54%","2.709.410,00","7.645.340.000,00","1,35","6,27%"
ACES4,"94,73","8,74","2,27","1,683","0,00%","1,430","6,37","7,16","20,65","6,50","6,50","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
ESTC11,"23,50","8,78","0,68","0,392","0,00%","0,221","5,85","2,49","-0,52","7,43","3,83","15,72%","4,44%","1,18","10,20%","7,80%","0,00","3.134.370.000,00","1,69","6,69%"
UNIP5,"61,00","8,78","2,79","1,246","9,83%","0,904","3,29","7,26","-3,31","8,95","6,67","17,16%","14,12%","3,18","17,08%","31,82%","20.241,30","2.470.310.000,00","1,34","-5,14%"
ACES3,"95,27","8,79","2,28","1,693","0,00%","1,438","6,40","7,20","20,77","6,54","6,54","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
TTEN3,"15,25","8,82","1,62","0,479","1,25%","0,615","3,02","9,50","25,82","11,90","10,42","5,04%","5,42%","1,46","10,67%","18,40%","17.432.900,00","4.693.380.000,00","0,87","36,87%"
EQPA6,"6,59","8,83","2,87","1,223","10,00%","0,657","4,77","5,18","-1,87","6,78","5,71","23,60%","13,85%","1,49","18,42%","32,49%","15,33","5.073.530.000,00","1,96","12,26%"
COCE5,"30,12","8,84","0,50","0,294","4,05%","0,165","-0,90","2,09","-0,36","6,67","4,17","14,08%","3,33%","0,53","8,82%","5,64%","763.294,00","5.211.990.000,00","1,12","3,16%"
CZRS4,"2,49","8,89","0,30","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%"
SANB4,"17,59","8,89","1,41","0,000","5,59%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,83%","1.456.990,00","93.667.400.000,00","0,00","-8,69%"
NEOE3,"32,31","8,90","1,08","0,750","2,56%","0,346","9,73","3,47","-0,70","7,62","6,02","21,65%","8,49%","1,23","10,98%","12,18%","97.115.400,00","36.192.000.000,00","1,47","5,48%"
BALM3,"22,50","8,91","1,21","1,006","10,16%","0,733","1,45","5,97","2,06","4,04","3,53","16,86%","11,21%","3,12","19,06%","13,52%","1.018,65","182.965.000,00","0,12","10,97%"
INTB3,"12,88","8,93","1,34","0,921","3,78%","0,755","1,70","8,92","2,49","8,48","6,83","10,33%","10,33%","2,54","13,81%","14,99%","26.997.100,00","3.154.380.000,00","0,33","11,78%"
AFLU5,"5,03","8,93","2,14","2,911","0,00%","1,875","9,63","8,32","11,92","7,38","7,05","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
BPAC5,"11,41","8,94","2,00","0,000","3,08%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,38%","67.810,10","65.605.500.000,00","0,00","13,42%"
BBDC4,"19,48","8,97","1,22","0,000","6,91%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,57%","534.336.000,00","169.590.000.000,00","0,00","-6,06%"
CSED3,"6,22","8,98","1,37","0,825","3,40%","0,475","6,62","3,98","-1,14","4,73","3,24","20,71%","9,18%","1,44","14,82%","15,25%","2.908.220,00","1.656.110.000,00","0,76","11,30%"
TGMA3,"37,53","8,98","2,52","1,106","7,75%","1,779","5,57","7,11","7,92","6,89","6,34","15,55%","12,32%","2,61","32,04%","28,02%","7.994.040,00","984.234.000,00","0,17","22,12%"
VIVO3,"65,79","8,99","2,69","1,366","0,00%","1,175","-29,21","6,21","-4,74","6,65","6,65","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
CNFB4,"5,99","9,01","1,57","1,511","0,00%","0,872","3,47","8,27","53,95","10,05","7,85","18,27%","16,77%","2,20","12,01%","17,39%","0,00","1.552.470.000,00","0,47","-10,61%"
SMTO3,"13,64","9,03","0,65","0,634","6,66%","0,200","0,90","4,31","-0,57","11,80","3,48","14,69%","7,02%","2,86","5,58%","7,20%","32.163.900,00","6.971.480.000,00","1,58","9,20%"
ADMF3,"19,00","9,06","0,23","3,757","0,00%","0,144","2,21","3,81","2,21","1,28","1,27","98,55%","41,46%","1,17","6,82%","2,57%","4.358,16","476.676.000,00","0,56","0,00%"
EVEN3,"8,12","9,08","0,82","0,990","9,42%","0,324","0,56","7,78","1,93","9,20","9,03","12,73%","11,88%","5,14","5,09%","9,03%","8.299.680,00","1.980.740.000,00","0,56","-3,67%"
CESP5,"25,00","9,10","1,88","5,261","0,00%","0,665","12,68","21,59","-1,20","35,10","16,27","24,37%","57,81%","2,37","3,32%","20,71%","0,00","4.625.770.000,00","1,36","-4,05%"
AFLU3,"5,15","9,15","2,19","2,981","0,00%","1,919","9,86","8,52","12,21","7,57","7,24","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
